8.599999999999999867e-01,1.000000000000000000e+00,3.099999999999999978e-01,1.321100000000000136e+02,6.999999999999999556e-01
4.400000000000000022e-01,1.000000000000000000e+00,6.600000000000000311e-01,1.117300000000000040e+02,2.000000000000000111e-01
7.700000000000000178e-01,1.000000000000000000e+00,3.699999999999999956e-01,1.153100000000000023e+02,2.700000000000000178e-01
8.599999999999999867e-01,1.000000000000000000e+00,5.300000000000000266e-01,1.182000000000000028e+02,6.300000000000000044e-01
5.899999999999999689e-01,1.000000000000000000e+00,8.000000000000000444e-01,1.282800000000000011e+02,2.700000000000000178e-01
2.099999999999999922e-01,1.000000000000000000e+00,3.300000000000000155e-01,1.142199999999999989e+02,5.500000000000000444e-01
9.599999999999999645e-01,1.000000000000000000e+00,2.600000000000000089e-01,1.174399999999999977e+02,1.900000000000000022e-01
8.399999999999999689e-01,1.000000000000000000e+00,3.699999999999999956e-01,1.160000000000000000e+02,7.700000000000000178e-01
2.999999999999999889e-02,1.000000000000000000e+00,5.000000000000000000e-01,1.118900000000000006e+02,4.500000000000000111e-01
7.299999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.111299999999999955e+02,5.100000000000000089e-01
8.900000000000000133e-01,1.000000000000000000e+00,4.600000000000000200e-01,1.288700000000000045e+02,1.100000000000000006e-01
4.500000000000000111e-01,1.000000000000000000e+00,4.799999999999999822e-01,1.417199999999999989e+02,3.300000000000000155e-01
9.300000000000000488e-01,1.000000000000000000e+00,7.800000000000000266e-01,1.315099999999999909e+02,7.299999999999999822e-01
6.199999999999999956e-01,1.000000000000000000e+00,1.000000000000000056e-01,1.207399999999999949e+02,5.000000000000000000e-01
1.400000000000000133e-01,1.000000000000000000e+00,5.699999999999999512e-01,1.410600000000000023e+02,8.900000000000000133e-01
9.000000000000000222e-01,1.000000000000000000e+00,3.400000000000000244e-01,1.125100000000000051e+02,5.000000000000000000e-01
3.699999999999999956e-01,1.000000000000000000e+00,6.600000000000000311e-01,1.204000000000000057e+02,9.100000000000000311e-01
5.200000000000000178e-01,1.000000000000000000e+00,5.999999999999999778e-01,1.303700000000000045e+02,1.700000000000000122e-01
6.800000000000000488e-01,1.000000000000000000e+00,9.599999999999999645e-01,1.115499999999999972e+02,2.300000000000000100e-01
2.200000000000000011e-01,1.000000000000000000e+00,8.499999999999999778e-01,1.125000000000000000e+02,2.899999999999999800e-01
2.000000000000000042e-02,1.000000000000000000e+00,9.499999999999999556e-01,1.222600000000000051e+02,2.800000000000000266e-01
3.300000000000000155e-01,1.000000000000000000e+00,9.100000000000000311e-01,1.212500000000000000e+02,1.700000000000000122e-01
8.699999999999999956e-01,1.000000000000000000e+00,7.900000000000000355e-01,1.151299999999999955e+02,1.100000000000000006e-01
5.600000000000000533e-01,1.000000000000000000e+00,8.599999999999999867e-01,1.367899999999999920e+02,2.000000000000000042e-02
2.300000000000000100e-01,1.000000000000000000e+00,8.299999999999999600e-01,1.389300000000000068e+02,8.599999999999999867e-01
9.699999999999999734e-01,1.000000000000000000e+00,2.300000000000000100e-01,1.269699999999999989e+02,0.000000000000000000e+00
7.500000000000000000e-01,1.000000000000000000e+00,5.200000000000000178e-01,1.177399999999999949e+02,4.000000000000000222e-01
8.900000000000000133e-01,1.000000000000000000e+00,9.000000000000000222e-01,1.493899999999999864e+02,2.899999999999999800e-01
3.400000000000000244e-01,1.000000000000000000e+00,2.999999999999999889e-02,1.366200000000000045e+02,8.000000000000000167e-02
6.199999999999999956e-01,1.000000000000000000e+00,1.300000000000000044e-01,1.211700000000000017e+02,4.400000000000000022e-01
2.500000000000000000e-01,1.000000000000000000e+00,5.200000000000000178e-01,1.444900000000000091e+02,1.100000000000000006e-01
4.099999999999999756e-01,1.000000000000000000e+00,5.000000000000000000e-01,1.175100000000000051e+02,8.800000000000000044e-01
7.900000000000000355e-01,1.000000000000000000e+00,2.399999999999999911e-01,1.307400000000000091e+02,4.699999999999999734e-01
2.200000000000000011e-01,1.000000000000000000e+00,6.999999999999999556e-01,1.101599999999999966e+02,1.100000000000000006e-01
7.500000000000000000e-01,1.000000000000000000e+00,4.000000000000000083e-02,1.351800000000000068e+02,5.799999999999999600e-01
8.499999999999999778e-01,1.000000000000000000e+00,4.899999999999999911e-01,1.286299999999999955e+02,9.499999999999999556e-01
1.700000000000000122e-01,1.000000000000000000e+00,5.699999999999999512e-01,1.151200000000000045e+02,4.899999999999999911e-01
8.499999999999999778e-01,1.000000000000000000e+00,2.000000000000000111e-01,1.204200000000000017e+02,8.499999999999999778e-01
1.000000000000000056e-01,1.000000000000000000e+00,1.400000000000000133e-01,1.159699999999999989e+02,2.099999999999999922e-01
4.799999999999999822e-01,1.000000000000000000e+00,2.399999999999999911e-01,1.226899999999999977e+02,1.600000000000000033e-01
8.000000000000000167e-02,1.000000000000000000e+00,8.000000000000000444e-01,1.207800000000000011e+02,1.400000000000000133e-01
5.200000000000000178e-01,1.000000000000000000e+00,8.699999999999999956e-01,1.108100000000000023e+02,7.099999999999999645e-01
2.600000000000000089e-01,1.000000000000000000e+00,2.600000000000000089e-01,1.239899999999999949e+02,2.700000000000000178e-01
1.400000000000000133e-01,1.000000000000000000e+00,7.800000000000000266e-01,1.282899999999999920e+02,1.199999999999999956e-01
9.599999999999999645e-01,1.000000000000000000e+00,6.999999999999999556e-01,1.411399999999999864e+02,9.399999999999999467e-01
3.099999999999999978e-01,1.000000000000000000e+00,8.999999999999999667e-02,1.123400000000000034e+02,3.200000000000000067e-01
4.500000000000000111e-01,1.000000000000000000e+00,8.499999999999999778e-01,1.326500000000000057e+02,1.400000000000000133e-01
3.900000000000000133e-01,1.000000000000000000e+00,4.500000000000000111e-01,1.490800000000000125e+02,5.799999999999999600e-01
7.199999999999999734e-01,1.000000000000000000e+00,1.499999999999999944e-01,1.108100000000000023e+02,4.099999999999999756e-01
6.300000000000000044e-01,1.000000000000000000e+00,4.099999999999999756e-01,1.182900000000000063e+02,3.099999999999999978e-01
4.500000000000000111e-01,1.000000000000000000e+00,4.299999999999999933e-01,1.189099999999999966e+02,9.300000000000000488e-01
4.000000000000000083e-02,1.000000000000000000e+00,8.599999999999999867e-01,1.196700000000000017e+02,3.200000000000000067e-01
2.999999999999999889e-02,1.000000000000000000e+00,8.399999999999999689e-01,1.225499999999999972e+02,6.899999999999999467e-01
6.899999999999999467e-01,1.000000000000000000e+00,7.199999999999999734e-01,1.289699999999999989e+02,1.799999999999999933e-01
2.899999999999999800e-01,1.000000000000000000e+00,4.699999999999999734e-01,1.315500000000000114e+02,1.000000000000000056e-01
4.400000000000000022e-01,1.000000000000000000e+00,2.999999999999999889e-02,1.156400000000000006e+02,1.000000000000000056e-01
5.699999999999999512e-01,1.000000000000000000e+00,5.000000000000000278e-02,1.288899999999999864e+02,1.100000000000000006e-01
8.900000000000000133e-01,1.000000000000000000e+00,3.300000000000000155e-01,1.460600000000000023e+02,1.000000000000000000e+00
2.999999999999999889e-01,1.000000000000000000e+00,4.299999999999999933e-01,1.331800000000000068e+02,9.100000000000000311e-01
7.099999999999999645e-01,1.000000000000000000e+00,3.300000000000000155e-01,1.276800000000000068e+02,3.499999999999999778e-01
7.199999999999999734e-01,1.000000000000000000e+00,8.599999999999999867e-01,1.138700000000000045e+02,6.500000000000000222e-01
8.999999999999999667e-02,0.000000000000000000e+00,5.799999999999999600e-01,1.252199999999999989e+02,6.999999999999999556e-01
3.800000000000000044e-01,1.000000000000000000e+00,6.300000000000000044e-01,1.114699999999999989e+02,1.400000000000000133e-01
2.700000000000000178e-01,1.000000000000000000e+00,7.500000000000000000e-01,1.389699999999999989e+02,7.700000000000000178e-01
5.300000000000000266e-01,1.000000000000000000e+00,5.000000000000000278e-02,1.267999999999999972e+02,1.300000000000000044e-01
4.500000000000000111e-01,1.000000000000000000e+00,3.099999999999999978e-01,1.120699999999999932e+02,7.199999999999999734e-01
7.800000000000000266e-01,1.000000000000000000e+00,4.299999999999999933e-01,1.256400000000000006e+02,5.000000000000000278e-02
1.400000000000000133e-01,1.000000000000000000e+00,3.400000000000000244e-01,1.316399999999999864e+02,7.800000000000000266e-01
5.899999999999999689e-01,1.000000000000000000e+00,4.600000000000000200e-01,1.317700000000000102e+02,3.599999999999999867e-01
9.699999999999999734e-01,1.000000000000000000e+00,8.299999999999999600e-01,1.207699999999999960e+02,1.400000000000000133e-01
6.500000000000000222e-01,1.000000000000000000e+00,1.400000000000000133e-01,1.209599999999999937e+02,1.199999999999999956e-01
3.599999999999999867e-01,1.000000000000000000e+00,3.400000000000000244e-01,1.331100000000000136e+02,3.499999999999999778e-01
5.899999999999999689e-01,1.000000000000000000e+00,3.400000000000000244e-01,1.267000000000000028e+02,9.799999999999999822e-01
6.400000000000000133e-01,1.000000000000000000e+00,5.899999999999999689e-01,1.119699999999999989e+02,8.299999999999999600e-01
5.100000000000000089e-01,1.000000000000000000e+00,2.300000000000000100e-01,1.339600000000000080e+02,8.100000000000000533e-01
4.699999999999999734e-01,1.000000000000000000e+00,1.600000000000000033e-01,1.371399999999999864e+02,2.500000000000000000e-01
1.900000000000000022e-01,1.000000000000000000e+00,9.699999999999999734e-01,1.172600000000000051e+02,9.499999999999999556e-01
6.099999999999999867e-01,1.000000000000000000e+00,4.899999999999999911e-01,1.174200000000000017e+02,9.200000000000000400e-01
7.600000000000000089e-01,1.000000000000000000e+00,9.000000000000000222e-01,1.312500000000000000e+02,2.999999999999999889e-02
3.400000000000000244e-01,1.000000000000000000e+00,3.099999999999999978e-01,1.408799999999999955e+02,7.199999999999999734e-01
4.199999999999999845e-01,1.000000000000000000e+00,1.000000000000000056e-01,1.112000000000000028e+02,5.600000000000000533e-01
4.000000000000000083e-02,1.000000000000000000e+00,9.499999999999999556e-01,1.226200000000000045e+02,9.000000000000000222e-01
2.099999999999999922e-01,1.000000000000000000e+00,8.800000000000000044e-01,1.305500000000000114e+02,6.099999999999999867e-01
4.600000000000000200e-01,1.000000000000000000e+00,8.000000000000000444e-01,1.135699999999999932e+02,2.300000000000000100e-01
4.000000000000000083e-02,1.000000000000000000e+00,5.999999999999999778e-02,1.205699999999999932e+02,9.000000000000000222e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.399999999999999911e-01,1.332299999999999898e+02,7.700000000000000178e-01
8.000000000000000444e-01,1.000000000000000000e+00,9.699999999999999734e-01,1.229500000000000028e+02,3.800000000000000044e-01
7.099999999999999645e-01,1.000000000000000000e+00,7.800000000000000266e-01,1.418499999999999943e+02,7.299999999999999822e-01
3.599999999999999867e-01,1.000000000000000000e+00,1.100000000000000006e-01,1.305999999999999943e+02,2.099999999999999922e-01
7.000000000000000666e-02,1.000000000000000000e+00,8.199999999999999512e-01,1.106800000000000068e+02,1.300000000000000044e-01
7.800000000000000266e-01,1.000000000000000000e+00,3.099999999999999978e-01,1.219000000000000057e+02,2.000000000000000111e-01
8.699999999999999956e-01,1.000000000000000000e+00,4.199999999999999845e-01,1.150600000000000023e+02,4.099999999999999756e-01
7.900000000000000355e-01,1.000000000000000000e+00,8.000000000000000167e-02,1.296100000000000136e+02,1.600000000000000033e-01
4.600000000000000200e-01,1.000000000000000000e+00,7.600000000000000089e-01,1.469000000000000057e+02,7.900000000000000355e-01
6.600000000000000311e-01,1.000000000000000000e+00,5.100000000000000089e-01,1.215499999999999972e+02,6.199999999999999956e-01
3.900000000000000133e-01,1.000000000000000000e+00,3.099999999999999978e-01,1.296399999999999864e+02,4.199999999999999845e-01
4.899999999999999911e-01,1.000000000000000000e+00,4.400000000000000022e-01,1.409099999999999966e+02,5.999999999999999778e-01
2.200000000000000011e-01,1.000000000000000000e+00,3.400000000000000244e-01,1.130000000000000000e+02,2.600000000000000089e-01
4.899999999999999911e-01,1.000000000000000000e+00,9.000000000000000222e-01,1.280000000000000000e+02,2.399999999999999911e-01
1.300000000000000044e-01,1.000000000000000000e+00,4.699999999999999734e-01,1.147999999999999972e+02,5.000000000000000278e-02
5.200000000000000178e-01,1.000000000000000000e+00,2.700000000000000178e-01,1.339300000000000068e+02,2.600000000000000089e-01
9.499999999999999556e-01,0.000000000000000000e+00,5.999999999999999778e-01,1.215000000000000000e+02,6.800000000000000488e-01
6.099999999999999867e-01,1.000000000000000000e+00,1.499999999999999944e-01,1.183400000000000034e+02,6.199999999999999956e-01
3.699999999999999956e-01,1.000000000000000000e+00,7.500000000000000000e-01,1.303899999999999864e+02,1.499999999999999944e-01
5.000000000000000278e-02,1.000000000000000000e+00,9.399999999999999467e-01,1.115300000000000011e+02,1.100000000000000006e-01
6.300000000000000044e-01,1.000000000000000000e+00,9.000000000000000222e-01,1.310099999999999909e+02,6.099999999999999867e-01
9.599999999999999645e-01,1.000000000000000000e+00,2.600000000000000089e-01,1.265900000000000034e+02,4.500000000000000111e-01
3.099999999999999978e-01,1.000000000000000000e+00,6.700000000000000400e-01,1.211899999999999977e+02,8.299999999999999600e-01
3.499999999999999778e-01,1.000000000000000000e+00,1.300000000000000044e-01,1.215100000000000051e+02,4.899999999999999911e-01
5.300000000000000266e-01,1.000000000000000000e+00,1.600000000000000033e-01,1.255400000000000063e+02,4.099999999999999756e-01
2.000000000000000111e-01,1.000000000000000000e+00,9.000000000000000222e-01,1.262300000000000040e+02,4.199999999999999845e-01
5.699999999999999512e-01,1.000000000000000000e+00,5.000000000000000278e-02,1.489799999999999898e+02,9.200000000000000400e-01
6.899999999999999467e-01,1.000000000000000000e+00,8.499999999999999778e-01,1.193299999999999983e+02,2.000000000000000111e-01
7.299999999999999822e-01,1.000000000000000000e+00,1.799999999999999933e-01,1.288499999999999943e+02,8.100000000000000533e-01
5.200000000000000178e-01,1.000000000000000000e+00,2.899999999999999800e-01,1.146899999999999977e+02,7.800000000000000266e-01
6.999999999999999556e-01,1.000000000000000000e+00,3.599999999999999867e-01,1.150900000000000034e+02,2.500000000000000000e-01
2.099999999999999922e-01,1.000000000000000000e+00,1.499999999999999944e-01,1.160699999999999932e+02,7.099999999999999645e-01
1.199999999999999956e-01,1.000000000000000000e+00,1.000000000000000056e-01,1.301299999999999955e+02,5.100000000000000089e-01
2.099999999999999922e-01,1.000000000000000000e+00,8.399999999999999689e-01,1.491599999999999966e+02,9.399999999999999467e-01
9.000000000000000222e-01,1.000000000000000000e+00,9.300000000000000488e-01,1.439300000000000068e+02,4.899999999999999911e-01
5.400000000000000355e-01,1.000000000000000000e+00,3.099999999999999978e-01,1.217099999999999937e+02,7.900000000000000355e-01
9.200000000000000400e-01,1.000000000000000000e+00,7.700000000000000178e-01,1.107999999999999972e+02,2.800000000000000266e-01
3.599999999999999867e-01,1.000000000000000000e+00,5.300000000000000266e-01,1.118799999999999955e+02,8.800000000000000044e-01
3.200000000000000067e-01,1.000000000000000000e+00,4.699999999999999734e-01,1.232199999999999989e+02,5.200000000000000178e-01
2.500000000000000000e-01,1.000000000000000000e+00,2.899999999999999800e-01,1.116400000000000006e+02,8.100000000000000533e-01
